ticket_id,account_id,created_at,resolved_at,priority,category,status,satisfaction_score
TKT-00494,ACC-0054,2024-01-20T17:37:34,2024-01-24T12:39:01.573956,p4,billing,resolved,3.2
TKT-00495,ACC-0054,2024-08-03T17:49:59,2024-08-04T04:51:42.222307,p3,how_to,resolved,3.5
TKT-00496,ACC-0054,2023-05-19T09:11:09,2023-05-20T23:00:40.562925,p3,how_to,resolved,4.5
TKT-00497,ACC-0055,2024-11-15T19:13:35,2024-11-17T10:27:54.190162,p3,billing,resolved,4.1
TKT-00498,ACC-0055,2025-01-21T22:44:01,2025-01-25T20:04:47.947576,p3,how_to,resolved,3.0
TKT-00499,ACC-0056,2025-01-19T17:38:58,2025-01-20T15:48:43.711085,p3,billing,resolved,2.9
TKT-00500,ACC-0057,2024-10-16T03:53:18,2024-10-17T16:52:44.776524,p3,how_to,resolved,4.8
TKT-00501,ACC-0057,2024-08-27T22:59:30,2024-08-29T11:20:23.302490,p3,how_to,resolved,3.6
TKT-00502,ACC-0057,2025-01-08T00:00:01,,p3,feature_request,open,
TKT-00503,ACC-0057,2024-01-22T21:12:27,2024-01-24T11:48:50.721711,p4,feature_request,resolved,3.2
TKT-00504,ACC-0058,2024-02-02T03:27:18,2024-02-03T15:09:58.864007,p3,feature_request,resolved,4.2
TKT-00505,ACC-0058,2024-06-10T08:26:04,2024-06-15T11:39:49.319698,p3,performance,resolved,2.6
TKT-00506,ACC-0058,2024-07-21T05:07:58,2024-07-21T06:20:26.140294,p1,billing,resolved,4.4
TKT-00507,ACC-0058,2024-06-04T16:39:05,2024-06-05T10:07:25.665809,p3,bug,resolved,3.6
TKT-00508,ACC-0058,2024-02-19T04:47:34,2024-02-21T00:13:58.268963,p4,bug,resolved,3.1
TKT-00509,ACC-0058,2024-11-12T01:48:52,2024-11-13T17:29:46.317653,p3,billing,resolved,2.8
TKT-00510,ACC-0058,2024-02-25T11:06:46,2024-02-25T12:12:00.540554,p1,performance,resolved,4.5
TKT-00511,ACC-0058,2024-02-27T01:35:26,2024-03-02T07:39:55.422556,p4,feature_request,resolved,4.3
TKT-00512,ACC-0058,2024-11-19T14:46:03,2024-11-20T15:44:40.591592,p3,performance,resolved,4.8
TKT-00513,ACC-0058,2024-04-18T05:15:51,2024-04-22T02:30:43.732788,p4,how_to,resolved,2.9
TKT-00514,ACC-0058,2024-07-30T14:27:08,2024-07-31T05:18:27.711428,p3,onboarding,resolved,4.1
TKT-00515,ACC-0059,2024-12-13T17:02:42,2024-12-14T08:46:51.885204,p3,onboarding,resolved,4.1
TKT-00516,ACC-0059,2023-02-03T11:36:57,2023-02-04T00:33:28.693202,p3,feature_request,resolved,3.8
TKT-00517,ACC-0059,2023-02-16T17:20:01,2023-02-17T06:47:17.833028,p3,how_to,resolved,3.1
TKT-00518,ACC-0059,2023-09-20T22:46:55,2023-09-21T15:46:50.755312,p3,bug,resolved,3.0
TKT-00519,ACC-0059,2024-09-21T09:11:23,2024-09-25T16:47:18.876307,p4,bug,resolved,4.2
TKT-00520,ACC-0059,2023-02-24T14:08:17,2023-02-28T06:38:17.804750,p4,billing,resolved,4.8
TKT-00521,ACC-0059,2023-08-27T20:46:18,,p4,billing,open,
TKT-00522,ACC-0059,2023-10-17T10:14:27,2023-10-20T15:12:28.895396,p4,onboarding,resolved,4.2
TKT-00523,ACC-0059,2023-10-30T03:32:39,,p3,billing,open,
TKT-00524,ACC-0059,2023-12-12T12:35:01,2023-12-14T03:03:23.371924,p4,billing,resolved,2.9
TKT-00525,ACC-0059,2023-05-05T01:37:03,,p2,billing,open,
TKT-00526,ACC-0059,2023-07-20T16:10:12,2023-07-21T02:41:27.182929,p2,bug,resolved,3.4
TKT-00527,ACC-0059,2024-02-28T13:39:28,2024-02-29T22:46:33.852698,p3,onboarding,resolved,2.6
TKT-00528,ACC-0059,2023-11-28T01:12:04,2023-12-10T06:52:35.540590,p4,bug,resolved,4.7
TKT-00529,ACC-0059,2024-03-26T13:39:49,2024-03-31T00:04:13.890395,p3,onboarding,resolved,2.6
TKT-00530,ACC-0059,2024-06-24T13:40:48,2024-06-24T18:41:33.564191,p2,how_to,resolved,3.4
TKT-00531,ACC-0060,2025-01-14T13:38:01,2025-01-15T13:55:10.360128,p3,onboarding,resolved,2.6
TKT-00532,ACC-0060,2023-09-26T20:30:13,,p4,onboarding,open,
TKT-00533,ACC-0060,2023-09-19T00:43:29,2023-09-21T19:22:24.677947,p4,onboarding,resolved,2.9
TKT-00534,ACC-0060,2023-09-22T23:31:45,2023-09-25T09:10:21.204823,p4,how_to,resolved,2.7
TKT-00535,ACC-0060,2023-07-10T08:04:36,2023-07-11T10:04:54.553513,p3,how_to,resolved,4.8
TKT-00536,ACC-0060,2024-08-25T09:45:01,2024-08-26T16:34:13.141524,p3,bug,resolved,2.9
TKT-00537,ACC-0060,2024-03-02T03:08:33,2024-03-03T03:10:03.761921,p4,feature_request,resolved,2.7
TKT-00538,ACC-0060,2024-09-02T08:14:18,2024-09-03T07:07:45.485593,p3,onboarding,resolved,3.2
TKT-00539,ACC-0060,2024-10-21T14:33:05,2024-10-23T02:25:19.032680,p3,bug,resolved,4.5
TKT-00540,ACC-0060,2023-11-13T01:23:33,2023-11-13T10:05:51.672953,p2,how_to,resolved,3.4
TKT-00541,ACC-0060,2024-05-30T13:11:23,2024-05-30T16:50:55.736214,p1,how_to,resolved,4.9
TKT-00542,ACC-0061,2024-02-27T03:54:27,2024-03-02T00:57:20.495508,p4,billing,resolved,4.7
TKT-00543,ACC-0061,2024-05-06T08:18:22,2024-05-07T04:46:10.296029,p3,onboarding,resolved,4.8
TKT-00544,ACC-0061,2024-10-31T04:27:26,2024-11-02T22:40:13.919761,p4,bug,resolved,3.9
TKT-00545,ACC-0061,2024-05-23T06:28:50,2024-05-24T15:38:47.741647,p4,how_to,resolved,4.2
TKT-00546,ACC-0061,2024-10-29T23:00:54,2024-10-30T11:44:02.137914,p3,performance,resolved,3.0
TKT-00547,ACC-0061,2024-05-24T07:38:05,2024-05-24T23:20:12.689275,p3,feature_request,resolved,4.2
TKT-00548,ACC-0061,2023-11-15T07:10:50,2023-11-15T09:06:14.008449,p1,billing,resolved,2.9
TKT-00549,ACC-0061,2024-11-03T08:56:57,2024-11-04T10:46:25.826184,p3,feature_request,resolved,4.4
TKT-00550,ACC-0062,2024-06-10T09:50:34,2024-06-10T20:23:07.718779,p3,bug,resolved,3.4
TKT-00551,ACC-0062,2024-12-28T13:19:40,2025-01-01T02:19:05.727083,p4,feature_request,resolved,3.5
TKT-00552,ACC-0062,2024-03-01T16:52:44,,p4,performance,escalated,
TKT-00553,ACC-0062,2023-12-27T08:53:08,2023-12-30T01:35:21.332436,p4,billing,resolved,4.2
TKT-00554,ACC-0062,2024-10-08T02:26:23,2024-10-11T15:35:37.827785,p4,onboarding,resolved,4.3
TKT-00555,ACC-0062,2024-07-25T09:48:36,2024-07-28T09:38:36.050693,p4,how_to,resolved,2.7
TKT-00556,ACC-0063,2024-11-08T09:07:49,2024-11-08T16:27:58.442128,p2,bug,resolved,4.5
TKT-00557,ACC-0063,2024-03-29T08:38:21,2024-04-02T17:39:25.298513,p4,feature_request,resolved,2.6
TKT-00558,ACC-0063,2024-12-18T06:40:50,2024-12-23T16:41:53.100973,p3,billing,resolved,3.1
TKT-00559,ACC-0063,2024-07-04T13:41:30,2024-07-05T17:27:03.221470,p3,billing,resolved,4.0
TKT-00560,ACC-0063,2025-01-27T04:22:35,,p3,billing,escalated,
TKT-00561,ACC-0063,2024-02-20T06:10:07,2024-02-21T07:02:31.799246,p4,bug,resolved,4.1
TKT-00562,ACC-0063,2024-07-29T20:02:12,,p4,feature_request,open,
TKT-00563,ACC-0063,2024-03-31T15:57:22,2024-04-02T21:31:42.792259,p4,onboarding,resolved,4.5
TKT-00564,ACC-0063,2024-01-11T17:40:26,,p2,how_to,open,
TKT-00565,ACC-0063,2024-06-03T19:12:06,2024-06-03T22:24:58.118615,p2,bug,resolved,3.2
TKT-00566,ACC-0063,2024-08-19T07:39:04,2024-08-21T20:26:27.065567,p4,bug,resolved,2.8
TKT-00567,ACC-0063,2023-10-31T20:09:39,2023-11-02T15:14:59.485874,p3,onboarding,resolved,4.1
TKT-00568,ACC-0064,2024-10-16T01:27:31,2024-10-16T09:41:59.224901,p2,performance,resolved,2.0
TKT-00569,ACC-0064,2024-11-13T01:17:11,2024-11-15T01:36:14.951101,p4,how_to,resolved,2.0
TKT-00570,ACC-0064,2024-12-20T01:21:10,2024-12-20T06:49:30.645957,p2,bug,resolved,1.6
TKT-00571,ACC-0064,2024-11-08T16:52:15,2024-11-10T09:55:25.423492,p3,how_to,resolved,3.5
TKT-00572,ACC-0064,2024-12-20T14:49:03,2024-12-23T01:14:58.326391,p4,performance,resolved,1.1
TKT-00573,ACC-0064,2024-10-27T10:51:54,2024-10-28T20:23:03.518448,p4,how_to,resolved,3.0
TKT-00574,ACC-0064,2025-01-13T18:52:36,2025-01-14T09:50:52.987168,p3,performance,resolved,1.0
TKT-00575,ACC-0064,2024-10-27T07:52:30,2024-10-28T15:35:52.982187,p3,bug,resolved,2.9
TKT-00576,ACC-0064,2024-09-04T06:14:45,2024-09-06T11:00:16.570214,p4,billing,resolved,3.1
TKT-00577,ACC-0064,2025-01-05T19:34:23,2025-01-06T11:00:45.758711,p3,billing,resolved,1.7
TKT-00578,ACC-0064,2024-11-15T20:35:18,2024-11-16T14:07:19.185649,p3,feature_request,resolved,2.7
TKT-00579,ACC-0065,2024-01-18T04:41:06,2024-01-19T05:49:27.900445,p3,performance,resolved,2.8
TKT-00580,ACC-0065,2023-06-25T06:57:25,2023-06-25T12:38:25.137894,p2,onboarding,resolved,3.5
TKT-00581,ACC-0065,2024-08-31T13:40:53,2024-09-09T18:08:00.512836,p4,how_to,resolved,4.9
TKT-00582,ACC-0065,2024-12-02T16:13:44,2024-12-05T21:28:52.096443,p4,feature_request,resolved,4.3
TKT-00583,ACC-0065,2025-01-17T09:37:59,2025-01-17T20:21:55.905501,p3,how_to,resolved,4.9
TKT-00584,ACC-0065,2023-07-27T02:15:03,2023-07-27T05:18:38.087183,p1,onboarding,resolved,4.8
TKT-00585,ACC-0065,2024-10-02T00:14:10,2024-10-02T19:40:10.465685,p3,onboarding,resolved,4.3
TKT-00586,ACC-0066,2024-09-17T19:00:56,2024-09-17T21:45:12.551723,p2,billing,resolved,2.5
TKT-00587,ACC-0066,2024-03-08T19:40:03,2024-03-08T21:39:51.765776,p1,performance,resolved,2.5
TKT-00588,ACC-0066,2024-11-24T21:14:32,2024-11-27T03:29:15.797956,p4,bug,resolved,3.2
TKT-00589,ACC-0066,2025-01-19T06:40:34,2025-01-22T20:28:36.474083,p4,billing,resolved,3.5
TKT-00590,ACC-0066,2025-01-18T07:55:36,2025-01-19T05:22:38.269339,p3,onboarding,resolved,2.8
TKT-00591,ACC-0066,2023-09-27T07:02:44,2023-09-27T09:56:57.842363,p2,how_to,resolved,2.9
TKT-00592,ACC-0066,2024-10-11T12:51:35,2024-10-12T10:19:55.819046,p3,feature_request,resolved,3.8
TKT-00593,ACC-0066,2024-10-29T11:49:55,2024-10-31T22:58:29.918145,p4,onboarding,resolved,3.3
TKT-00594,ACC-0066,2023-08-14T17:43:03,2023-08-15T04:00:31.485047,p2,feature_request,resolved,3.1
TKT-00595,ACC-0066,2024-06-02T12:30:42,2024-06-03T10:58:34.410896,p3,how_to,resolved,4.4
TKT-00596,ACC-0066,2024-10-31T21:05:42,2024-11-02T17:41:13.416782,p3,how_to,resolved,3.5
TKT-00597,ACC-0066,2023-11-17T15:44:19,2023-11-17T21:10:47.024613,p2,billing,resolved,4.4
TKT-00598,ACC-0066,2023-08-06T02:32:25,2023-08-20T08:58:57.629400,p4,how_to,resolved,4.4
TKT-00599,ACC-0066,2024-06-25T11:25:02,2024-06-26T10:09:02.825842,p2,onboarding,resolved,3.4
TKT-00600,ACC-0066,2023-07-14T16:19:01,2023-07-14T18:55:17.142439,p1,feature_request,resolved,4.3
TKT-00601,ACC-0066,2024-06-13T06:15:00,2024-06-14T20:21:30.547881,p3,billing,resolved,4.1
TKT-00602,ACC-0066,2023-08-30T16:01:19,2023-09-04T16:01:56.487550,p3,how_to,resolved,3.6
TKT-00603,ACC-0066,2024-07-27T10:26:42,2024-07-29T07:31:51.410381,p3,billing,resolved,3.7
TKT-00604,ACC-0067,2024-11-19T13:26:14,2024-11-21T01:42:01.814564,p3,onboarding,resolved,3.5
TKT-00605,ACC-0067,2024-11-11T20:49:00,2024-11-16T00:32:13.051391,p4,onboarding,resolved,3.3
TKT-00606,ACC-0067,2024-10-31T15:43:21,,p4,how_to,escalated,
TKT-00607,ACC-0068,2024-01-19T22:55:34,2024-01-20T16:46:01.743067,p3,billing,resolved,3.9
TKT-00608,ACC-0068,2025-01-26T12:45:53,2025-02-05T03:44:46.557048,p4,bug,resolved,2.8
TKT-00609,ACC-0068,2024-05-01T09:32:23,2024-05-03T03:45:43.734389,p3,billing,resolved,3.8
TKT-00610,ACC-0068,2023-06-19T21:57:35,2023-06-20T07:39:05.005477,p2,how_to,resolved,2.9
TKT-00611,ACC-0068,2024-08-17T04:02:19,2024-08-20T05:59:17.192930,p4,onboarding,resolved,4.6
TKT-00612,ACC-0068,2024-03-03T09:30:22,2024-03-03T15:52:40.546188,p2,bug,resolved,4.9
TKT-00613,ACC-0069,2025-01-10T02:31:19,2025-01-13T06:38:57.152286,p4,feature_request,resolved,3.4
TKT-00614,ACC-0069,2024-11-12T18:12:42,2024-11-24T09:15:53.724732,p4,how_to,resolved,2.9
TKT-00615,ACC-0069,2024-11-08T18:01:33,2024-11-09T03:50:21.848981,p2,bug,resolved,3.9
TKT-00616,ACC-0069,2025-01-27T07:35:11,2025-01-29T19:24:53.427654,p4,onboarding,resolved,3.1
TKT-00617,ACC-0070,2024-02-25T05:15:27,2024-02-25T07:50:06.198992,p1,bug,resolved,3.4
TKT-00618,ACC-0070,2024-03-20T18:29:09,2024-03-20T20:54:36.247932,p2,performance,resolved,1.9
TKT-00619,ACC-0070,2024-05-28T17:32:20,2024-05-29T18:46:01.650598,p3,how_to,resolved,3.0
TKT-00620,ACC-0070,2023-11-24T10:10:05,2023-11-24T20:39:50.225807,p2,performance,resolved,2.9
TKT-00621,ACC-0070,2023-12-13T23:05:10,2023-12-14T09:01:23.973237,p3,bug,resolved,3.2
TKT-00622,ACC-0070,2023-10-21T15:38:13,2023-10-26T09:35:16.040331,p4,onboarding,resolved,1.6
TKT-00623,ACC-0070,2024-09-01T23:17:21,2024-09-02T01:53:23.978577,p1,how_to,resolved,3.6
TKT-00624,ACC-0070,2024-04-20T04:04:43,2024-04-22T14:16:33.217074,p4,bug,resolved,2.8
TKT-00625,ACC-0070,2024-08-26T07:48:19,2024-08-27T09:18:31.209069,p4,bug,resolved,3.0
TKT-00626,ACC-0070,2024-08-03T18:07:56,2024-08-04T16:16:04.763799,p3,feature_request,resolved,3.8
TKT-00627,ACC-0070,2024-02-07T16:16:40,2024-02-07T18:54:18.488758,p1,performance,resolved,1.1
TKT-00628,ACC-0070,2023-11-15T19:19:49,2023-11-20T02:49:28.858042,p4,bug,resolved,2.3
TKT-00629,ACC-0070,2024-01-26T14:16:10,2024-02-07T05:21:21.495031,p4,bug,resolved,1.7
TKT-00630,ACC-0070,2024-07-19T06:17:40,2024-07-19T20:27:42.539548,p3,how_to,resolved,2.2
TKT-00631,ACC-0070,2024-02-25T05:50:07,2024-02-25T22:50:01.231158,p3,bug,resolved,1.2
TKT-00632,ACC-0070,2024-03-30T02:06:35,2024-03-31T02:27:04.702931,p3,onboarding,resolved,1.7
TKT-00633,ACC-0070,2023-10-08T10:55:08,2023-10-14T10:29:02.229946,p3,performance,resolved,2.9
TKT-00634,ACC-0070,2024-07-08T18:19:47,2024-07-09T21:58:01.955315,p4,feature_request,resolved,1.1
TKT-00635,ACC-0070,2023-09-07T11:40:54,2023-09-07T16:33:06.372404,p2,billing,resolved,2.0
TKT-00636,ACC-0070,2023-10-28T07:54:03,2023-10-29T02:16:22.295424,p3,bug,resolved,2.4
TKT-00637,ACC-0071,2025-01-15T21:12:04,2025-01-16T23:05:13.177520,p3,billing,resolved,3.0
TKT-00638,ACC-0071,2024-06-24T14:52:52,2024-06-26T10:29:18.526546,p3,feature_request,resolved,4.7
TKT-00639,ACC-0071,2024-12-16T15:47:38,2024-12-19T19:59:04.448168,p4,performance,resolved,4.6
TKT-00640,ACC-0071,2025-01-04T06:11:20,2025-01-09T11:36:26.353096,p3,bug,resolved,3.9
TKT-00641,ACC-0071,2024-12-15T21:55:17,2024-12-17T07:32:48.275325,p3,feature_request,resolved,4.7
TKT-00642,ACC-0071,2024-08-30T08:08:36,2024-09-02T12:04:35.191025,p4,feature_request,resolved,4.6
TKT-00643,ACC-0071,2024-10-31T10:31:48,2024-11-01T02:56:41.424311,p3,billing,resolved,4.1
TKT-00644,ACC-0071,2024-08-18T01:16:14,2024-08-19T13:06:05.288308,p3,bug,resolved,4.4
TKT-00645,ACC-0071,2024-05-03T01:41:01,2024-05-03T13:48:11.861685,p3,how_to,resolved,4.8
TKT-00646,ACC-0072,2024-12-10T05:42:05,2024-12-11T10:18:52.155974,p4,how_to,resolved,2.6
TKT-00647,ACC-0072,2024-07-15T09:43:52,2024-07-16T18:40:16.789697,p3,how_to,resolved,2.8
TKT-00648,ACC-0072,2024-10-20T16:55:57,2024-10-21T20:04:11.760966,p3,billing,resolved,4.2
TKT-00649,ACC-0072,2024-08-26T23:55:49,2024-08-28T02:02:50.432394,p3,performance,resolved,3.6
TKT-00650,ACC-0072,2025-01-02T14:54:46,,p2,onboarding,open,
TKT-00651,ACC-0073,2024-10-26T03:28:02,2024-10-27T14:04:10.939899,p3,feature_request,resolved,4.8
TKT-00652,ACC-0073,2024-09-14T19:31:17,2024-09-15T14:46:54.851945,p3,feature_request,resolved,3.7
TKT-00653,ACC-0073,2025-01-18T00:29:41,2025-01-19T06:58:50.745323,p3,how_to,resolved,3.0
TKT-00654,ACC-0073,2024-10-30T23:24:54,2024-11-01T19:24:11.600261,p3,onboarding,resolved,4.8
TKT-00655,ACC-0074,2024-11-25T18:58:10,2024-12-10T04:36:17.818769,p4,onboarding,resolved,4.7
TKT-00656,ACC-0074,2024-07-05T23:25:15,2024-07-07T15:56:43.464379,p3,bug,resolved,3.2
TKT-00657,ACC-0074,2023-12-11T12:46:14,2023-12-16T04:31:08.665294,p4,feature_request,resolved,2.5
TKT-00658,ACC-0074,2023-05-21T03:43:03,2023-05-22T15:46:41.315220,p3,billing,resolved,4.3
TKT-00659,ACC-0074,2024-08-03T03:51:54,2024-08-07T07:09:58.538899,p4,onboarding,resolved,2.6
TKT-00660,ACC-0074,2023-08-26T14:45:22,2023-08-31T15:59:45.243352,p3,onboarding,resolved,4.5
TKT-00661,ACC-0074,2024-02-27T04:57:57,2024-02-27T22:50:51.468431,p3,onboarding,resolved,3.7
TKT-00662,ACC-0074,2023-03-17T10:29:35,2023-03-20T05:59:23.608522,p3,performance,resolved,4.5
TKT-00663,ACC-0074,2024-06-21T05:11:26,2024-06-21T23:06:23.932217,p3,billing,resolved,3.4
TKT-00664,ACC-0074,2025-01-12T19:19:55,2025-01-14T07:05:38.916052,p3,how_to,resolved,4.1
TKT-00665,ACC-0074,2024-05-07T01:23:31,2024-05-07T22:27:56.976473,p3,performance,resolved,3.1
TKT-00666,ACC-0074,2023-11-07T18:28:48,2023-11-11T08:55:42.665593,p4,billing,resolved,4.0
TKT-00667,ACC-0074,2024-06-13T20:45:23,2024-06-16T06:06:39.737089,p4,feature_request,resolved,3.1
TKT-00668,ACC-0075,2023-09-06T22:35:01,2023-09-08T01:07:27.186298,p3,bug,resolved,3.5
TKT-00669,ACC-0075,2024-08-03T01:06:55,2024-08-03T04:36:25.776170,p2,billing,resolved,2.5
TKT-00670,ACC-0075,2023-05-07T02:27:03,2023-05-08T00:41:46.763129,p3,billing,resolved,2.8
TKT-00671,ACC-0075,2024-07-24T12:47:15,2024-07-25T04:59:36.352112,p3,bug,resolved,2.3
TKT-00672,ACC-0075,2024-12-17T21:46:36,2024-12-18T09:00:22.041983,p2,feature_request,resolved,1.4
TKT-00673,ACC-0075,2024-03-13T14:34:26,2024-03-14T18:12:23.366741,p3,billing,resolved,1.7
TKT-00674,ACC-0075,2024-09-13T13:01:32,2024-09-14T16:35:51.947032,p3,feature_request,resolved,2.4
TKT-00675,ACC-0075,2023-11-08T17:13:59,2023-11-12T16:20:13.981526,p4,bug,resolved,2.4
TKT-00676,ACC-0075,2024-08-04T06:42:01,2024-08-05T05:45:01.546797,p2,performance,resolved,2.9
TKT-00677,ACC-0075,2024-01-30T03:11:11,2024-01-31T06:13:57.044990,p4,bug,resolved,1.4
TKT-00678,ACC-0075,2023-06-17T14:59:49,2023-06-19T12:20:58.252882,p4,bug,resolved,1.2
TKT-00679,ACC-0075,2023-07-05T13:37:56,2023-07-08T09:56:17.967199,p4,billing,resolved,3.9
TKT-00680,ACC-0075,2023-04-23T05:19:32,2023-04-23T10:39:20.305366,p2,how_to,resolved,3.7
TKT-00681,ACC-0075,2023-04-16T21:41:03,,p3,feature_request,open,
TKT-00682,ACC-0075,2023-11-10T09:46:01,,p3,onboarding,open,
TKT-00683,ACC-0075,2024-04-04T15:11:18,2024-04-05T16:28:40.137025,p4,billing,resolved,3.1
TKT-00684,ACC-0075,2023-06-17T04:38:33,2023-06-20T03:05:12.433619,p3,how_to,resolved,2.6
TKT-00685,ACC-0075,2023-06-02T11:47:24,2023-06-02T22:47:31.909655,p2,bug,resolved,2.7
TKT-00686,ACC-0075,2023-09-17T08:59:23,2023-09-17T18:28:19.649951,p2,feature_request,resolved,3.1
TKT-00687,ACC-0075,2024-05-09T12:35:42,2024-05-15T20:19:42.153262,p4,bug,resolved,2.7
TKT-00688,ACC-0075,2023-07-02T08:57:40,,p3,bug,escalated,
TKT-00689,ACC-0075,2024-01-14T20:53:00,2024-01-16T09:22:25.113073,p3,performance,resolved,1.1
TKT-00690,ACC-0075,2024-03-05T08:31:57,2024-03-07T16:23:01.423638,p4,bug,resolved,2.3
TKT-00691,ACC-0075,2024-01-01T04:09:21,,p3,bug,open,
TKT-00692,ACC-0075,2024-08-20T18:46:08,2024-08-24T23:31:16.067135,p4,how_to,resolved,1.6
TKT-00693,ACC-0076,2025-01-15T23:24:09,,p4,how_to,escalated,
TKT-00694,ACC-0076,2024-09-16T13:55:04,2024-09-21T00:33:33.246800,p4,onboarding,resolved,4.9
TKT-00695,ACC-0077,2024-12-23T16:38:10,2025-01-02T22:47:43.518904,p4,feature_request,resolved,2.9
TKT-00696,ACC-0078,2024-04-05T00:30:56,2024-04-06T21:44:27.810532,p3,bug,resolved,3.8
TKT-00697,ACC-0078,2024-10-24T06:00:29,2024-10-24T07:18:41.622480,p1,how_to,resolved,3.9
TKT-00698,ACC-0078,2024-02-21T21:53:49,2024-02-23T14:14:05.156508,p3,feature_request,resolved,3.9
TKT-00699,ACC-0078,2024-12-21T02:05:23,2024-12-22T19:37:24.783080,p3,feature_request,resolved,3.6
TKT-00700,ACC-0078,2024-10-18T23:49:53,2024-10-21T06:21:26.985359,p4,bug,resolved,3.1
TKT-00701,ACC-0078,2024-07-11T06:44:03,2024-07-13T00:02:00.868237,p3,billing,resolved,2.8
TKT-00702,ACC-0078,2024-01-01T09:52:32,2024-01-01T10:54:59.786479,p1,performance,resolved,3.4
TKT-00703,ACC-0078,2024-09-19T19:10:44,2024-09-20T05:34:52.221817,p3,feature_request,resolved,4.8
TKT-00704,ACC-0078,2024-05-23T18:12:01,2024-06-04T08:21:32.518424,p4,how_to,resolved,2.7
TKT-00705,ACC-0079,2024-11-10T04:37:47,2024-11-11T16:17:49.868797,p3,feature_request,resolved,3.9
TKT-00706,ACC-0079,2024-11-10T16:51:56,,p3,how_to,escalated,
TKT-00707,ACC-0079,2024-08-21T16:43:45,2024-08-22T14:19:44.687963,p3,how_to,resolved,4.5
TKT-00708,ACC-0079,2024-10-09T20:28:44,2024-10-10T06:19:37.182795,p3,feature_request,resolved,2.9
TKT-00709,ACC-0079,2024-06-29T14:03:07,2024-06-30T23:06:59.453526,p2,how_to,resolved,5.0
TKT-00710,ACC-0079,2024-10-11T15:48:35,2024-10-11T20:40:43.408568,p2,how_to,resolved,3.0
TKT-00711,ACC-0079,2024-12-19T10:47:22,2024-12-20T18:50:57.436125,p4,bug,resolved,3.9
TKT-00712,ACC-0079,2025-01-27T10:13:17,2025-01-28T09:44:44.051207,p3,how_to,resolved,3.8
TKT-00713,ACC-0080,2024-10-16T07:04:57,2024-10-21T00:35:14.844450,p4,performance,resolved,2.4
TKT-00714,ACC-0080,2024-06-22T12:22:03,2024-06-22T19:02:02.771605,p2,bug,resolved,3.7
TKT-00715,ACC-0080,2024-10-31T14:55:49,2024-11-03T03:39:57.303365,p4,onboarding,resolved,3.8
TKT-00716,ACC-0080,2024-09-14T03:24:05,2024-09-15T09:07:26.675383,p3,feature_request,resolved,3.0
TKT-00717,ACC-0080,2024-08-11T17:08:38,2024-08-11T21:23:34.411821,p2,how_to,resolved,1.6
TKT-00718,ACC-0080,2024-07-16T10:36:39,2024-07-17T05:22:36.120297,p3,bug,resolved,2.7
TKT-00719,ACC-0080,2024-11-22T14:16:23,2024-11-26T06:13:44.609721,p3,billing,resolved,3.9
TKT-00720,ACC-0080,2024-07-04T14:27:29,2024-07-06T11:52:57.990956,p3,billing,resolved,1.3
TKT-00721,ACC-0080,2024-08-20T08:58:10,2024-08-21T20:32:54.602401,p3,performance,resolved,1.5
TKT-00722,ACC-0080,2025-01-16T21:48:13,2025-01-16T23:26:11.781717,p1,bug,resolved,1.5
TKT-00723,ACC-0080,2024-06-07T07:03:57,2024-06-11T19:37:34.768741,p4,performance,resolved,3.8
TKT-00724,ACC-0080,2024-06-18T15:25:33,2024-06-19T21:48:00.950548,p3,performance,resolved,2.0
TKT-00725,ACC-0080,2024-10-06T12:31:50,2024-10-10T15:44:02.197937,p3,feature_request,resolved,1.2
TKT-00726,ACC-0080,2024-09-01T14:13:35,2024-09-02T23:43:51.454946,p3,onboarding,resolved,2.1
TKT-00727,ACC-0080,2024-07-17T21:41:44,2024-07-22T09:04:26.063954,p4,performance,resolved,3.3
TKT-00728,ACC-0080,2025-01-04T06:14:53,2025-01-18T22:20:41.468949,p4,bug,resolved,2.5
TKT-00729,ACC-0080,2024-08-17T16:39:16,2024-08-20T01:09:02.771010,p4,performance,resolved,3.9
TKT-00730,ACC-0080,2024-06-25T15:29:34,2024-06-26T09:24:03.306206,p3,bug,resolved,3.0
TKT-00731,ACC-0081,2024-09-27T11:10:55,2024-09-29T20:27:03.199669,p4,onboarding,resolved,4.5
TKT-00732,ACC-0081,2024-01-01T21:41:35,2024-01-02T00:48:52.188160,p2,feature_request,resolved,4.5
TKT-00733,ACC-0081,2024-10-22T10:58:22,2024-10-27T10:46:39.573816,p3,feature_request,resolved,2.9
TKT-00734,ACC-0081,2024-01-08T17:37:29,2024-01-09T01:19:27.537801,p2,billing,resolved,4.3
TKT-00735,ACC-0081,2024-01-21T23:24:36,2024-01-23T17:44:36.500901,p3,bug,resolved,4.2
TKT-00736,ACC-0081,2024-04-05T04:47:38,2024-04-05T06:15:52.888261,p1,billing,resolved,3.8
TKT-00737,ACC-0081,2023-11-16T14:36:33,2023-11-16T16:34:14.657957,p1,bug,resolved,3.9
TKT-00738,ACC-0081,2024-10-29T21:54:10,2024-11-01T05:16:37.587872,p4,onboarding,resolved,4.2
TKT-00739,ACC-0081,2023-07-27T04:51:30,2023-07-27T11:10:57.973679,p2,performance,resolved,2.7
TKT-00740,ACC-0081,2024-02-25T08:46:39,2024-02-28T20:00:40.866549,p4,onboarding,resolved,4.9
